Submission id,prolificid,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64ad437689976b057fc607a0,5fa48feaddfbd812de13f3bb,APPROVED,2023-07-11T11:57:17.014000Z,2023-07-11T12:38:12.264000Z,2023-07-13T17:18:03.048000,2023-07-11T12:38:12.817189Z,2456,NOCODE,322,English,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
64ad43907187e71d637ed8f8,6483247637d20bcecd41963b,APPROVED,2023-07-11T12:01:35.329000Z,2023-07-11T12:58:55.227000Z,2023-07-13T17:18:03.170000,2023-07-11T12:58:55.708614Z,3440,NOCODE,21,English,51,Male,White,United Kingdom,Ireland,Ireland,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad4395c754948d475fae52,5c76e0f70e1c350001ad3ccb,APPROVED,2023-07-11T11:57:13.171000Z,2023-07-11T12:31:58.074000Z,2023-07-13T17:18:03.322000,2023-07-11T12:31:58.530264Z,2085,NOCODE,148,English,41,Female,White,Canada,Canada,Canada,English,No,DATA_EXPIRED
64ad439f08acec7dab276ac1,5ddbf2f87b6a66b43521de86,APPROVED,2023-07-11T11:57:30.682000Z,2023-07-11T12:23:37.135000Z,2023-07-13T17:18:03.433000,2023-07-11T12:23:37.723327Z,1567,NOCODE,128,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
64ad43a1c48b40e42b25f961,5fa7f2d31418d35a96331337,APPROVED,2023-07-11T11:58:01.947000Z,2023-07-11T12:37:13.003000Z,2023-07-13T17:18:03.549000,2023-07-11T12:37:13.439819Z,2352,NOCODE,404,English,35,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
64ad43a3440ca2421c7f5107,59e773565de9b000017ed296,APPROVED,2023-07-11T11:57:29.143000Z,2023-07-11T12:29:32.003000Z,2023-07-13T17:18:03.667000,2023-07-11T12:29:32.449125Z,1923,NOCODE,1538,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad43b5eee17bf20aed802b,639895ed5a76d04e4ea078ba,APPROVED,2023-07-11T12:00:04.349000Z,2023-07-11T12:23:41.912000Z,2023-07-13T17:18:03.785000,2023-07-11T12:23:42.482374Z,1418,NOCODE,189,English,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad43bf72485a29a19e64a7,5c72f9bf8711bf000139c5ee,APPROVED,2023-07-11T11:58:36.401000Z,2023-07-11T12:28:27.500000Z,2023-07-13T17:18:03.905000,2023-07-11T12:28:27.952253Z,1792,NOCODE,1845,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64ad43c255098fa3a8f53b84,5e8f5d82af20fc0890922b5d,APPROVED,2023-07-11T12:05:14.495000Z,2023-07-11T12:37:15.353000Z,2023-07-13T17:18:04.017000,2023-07-11T12:37:15.873169Z,1921,NOCODE,458,"English, French",25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad43c4abdd7ad98b271355,6005661289252e3e1d6528b6,APPROVED,2023-07-11T12:00:24.822000Z,2023-07-11T12:34:33.456000Z,2023-07-13T17:18:04.126000,2023-07-11T12:34:34.077915Z,2049,NOCODE,415,English,39,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
64ad43c6b2e46937d25739aa,60b90060cd65332f5966520d,APPROVED,2023-07-11T11:59:35.649000Z,2023-07-11T12:47:26.667000Z,2023-07-13T17:18:04.244000,2023-07-11T12:47:27.067937Z,2872,NOCODE,70,English,34,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
64ad43ce9211ae5be407b5f9,5e36965ded5a2b62bf438768,APPROVED,2023-07-11T11:58:26.461000Z,2023-07-11T12:21:08.647000Z,2023-07-13T17:18:04.371000,2023-07-11T12:21:09.183795Z,1363,NOCODE,806,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64ad43d3b55c581d3b4774c7,5e12603776c03b8d43b40747,APPROVED,2023-07-11T11:58:30.096000Z,2023-07-11T12:23:57.848000Z,2023-07-13T17:18:04.490000,2023-07-11T12:23:58.604548Z,1528,NOCODE,463,English,42,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
64ad43d421a7a72e1627132f,6054ce9cd4e5c96ab84e9113,APPROVED,2023-07-11T11:58:36.495000Z,2023-07-11T12:51:51.565000Z,2023-07-13T17:18:04.605000,2023-07-11T12:51:52.114394Z,3196,NOCODE,214,English,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad43d42b25c6d195477483,614683508ca64b3cbdd73b9b,APPROVED,2023-07-11T11:58:17.621000Z,2023-07-11T12:42:03.750000Z,2023-07-13T17:18:04.751000,2023-07-11T12:42:04.311545Z,2627,NOCODE,4,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64ad43d7a4f685438017963b,5ccab088f2532b0001b88aca,APPROVED,2023-07-11T11:58:41.679000Z,2023-07-11T12:25:30.357000Z,2023-07-13T17:18:04.894000,2023-07-11T12:25:31.265508Z,1609,NOCODE,736,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad43d9cf7eaaf6ebdcf554,5f460f42238570236044cc5f,APPROVED,2023-07-11T11:58:41.523000Z,2023-07-11T12:28:48.917000Z,2023-07-13T17:18:05.044000,2023-07-11T12:28:49.401186Z,1808,NOCODE,504,English,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad43dca801408ee80b4c16,5ee96e3da75e4919e8822d0c,APPROVED,2023-07-11T11:58:36.805000Z,2023-07-11T12:36:52.579000Z,2023-07-13T17:18:05.185000,2023-07-11T12:36:53.152235Z,2296,NOCODE,141,English,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
64ad43e1dfe4db42d107b5af,56ba8b5730d6b3000cf85665,APPROVED,2023-07-11T11:58:30.364000Z,2023-07-11T12:37:31.240000Z,2023-07-13T17:18:05.337000,2023-07-11T12:37:31.761189Z,2341,NOCODE,1612,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad43f5b804327d48a053ea,6097f813d541b6142fae8e7f,APPROVED,2023-07-11T11:59:01.076000Z,2023-07-11T12:20:39.170000Z,2023-07-13T17:18:05.482000,2023-07-11T12:20:39.615849Z,1299,NOCODE,592,English,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad43f9fa5660f77c4cd739,62b058217bab8c4bfb03d164,APPROVED,2023-07-11T11:59:03.376000Z,2023-07-11T12:26:28.616000Z,2023-07-13T17:18:05.602000,2023-07-11T12:26:29.131727Z,1646,NOCODE,112,English,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
64ad43fa077cf1028be95455,5b90696e50f7ce00016007aa,APPROVED,2023-07-11T11:58:59.188000Z,2023-07-11T12:31:04.504000Z,2023-07-13T17:18:05.719000,2023-07-11T12:31:04.939148Z,1926,NOCODE,998,English,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad4404933475123e4cd759,5efc4bfd3ba857044cac4787,APPROVED,2023-07-11T11:59:13.733000Z,2023-07-11T12:28:36.310000Z,2023-07-13T17:18:05.835000,2023-07-11T12:28:36.843776Z,1763,NOCODE,1081,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad440555626dd08a477467,60bbe5dac754ff6671006e16,APPROVED,2023-07-11T11:59:01.769000Z,2023-07-11T12:51:16.983000Z,2023-07-13T17:18:05.950000,2023-07-11T12:51:17.414769Z,3136,NOCODE,189,"Afrikaans, English, Swahili",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
64ad4409ec8952170937061c,64834a8161ac0edf4db754a6,APPROVED,2023-07-11T11:59:13.605000Z,2023-07-11T12:34:12.110000Z,2023-07-13T17:18:06.070000,2023-07-11T12:34:12.844838Z,2099,NOCODE,44,"English, French, Spanish, Other",49,Female,Mixed,Nigeria,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
64ad440d933475123e4cd75a,5d34b50d1c65830019b18c1c,APPROVED,2023-07-11T11:59:17.319000Z,2023-07-11T12:41:26.312000Z,2023-07-13T17:18:06.193000,2023-07-11T12:41:27.126873Z,2529,NOCODE,705,English,55,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad441555098fa3a8f53ba0,60f1e6342ac723255a162810,APPROVED,2023-07-11T11:59:20.816000Z,2023-07-11T12:28:34.330000Z,2023-07-13T17:18:06.363000,2023-07-11T12:28:34.818839Z,1754,NOCODE,289,English,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
64ad4419728331aa7c7ed8df,603415af8ffaaa1ada99d014,APPROVED,2023-07-11T12:04:34.494000Z,2023-07-11T13:38:55.047000Z,2023-07-13T17:18:06.493000,2023-07-11T13:38:55.689064Z,5661,NOCODE,269,English,48,Female,Black,United States,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad442c075fd362c6f1f933,60ba46327fecef005d8eeb87,APPROVED,2023-07-11T11:59:51.165000Z,2023-07-11T13:16:31.535000Z,2023-07-13T17:18:06.613000,2023-07-11T13:16:32.160539Z,4601,NOCODE,270,English,24,Female,Black,Zimbabwe,Poland,Zimbabwe,English,Yes,Unemployed (and job seeking)
64ad442dadd6aad94b370652,5f356b8d0535c7518ca3eee9,APPROVED,2023-07-11T11:59:56.021000Z,2023-07-11T12:33:09.927000Z,2023-07-13T17:18:06.741000,2023-07-11T12:33:11.525344Z,1994,NOCODE,423,"Afrikaans, English",62,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
64ad4437f81f328da2f53574,5f9438d53cc3b123a695b636,APPROVED,2023-07-11T11:59:56.030000Z,2023-07-11T12:37:44.834000Z,2023-07-13T17:18:06.863000,2023-07-11T12:37:45.348835Z,2269,NOCODE,916,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad443b551bece81cd83e18,6078941143fd5306c860164f,APPROVED,2023-07-11T11:59:55.916000Z,2023-07-11T12:54:52.747000Z,2023-07-13T17:18:06.984000,2023-07-11T12:54:53.340927Z,3297,NOCODE,216,"English, Afrikaans",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
64ad443dd6a00d42b0755298,601fe031252f6055b5ee2571,APPROVED,2023-07-11T12:02:27.254000Z,2023-07-11T12:23:47.488000Z,2023-07-13T17:18:07.097000,2023-07-11T12:23:48.209348Z,1281,NOCODE,223,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64ad44412cc05053f2e0e799,5f5c983ce742b548181ef1e7,APPROVED,2023-07-11T12:09:40.664000Z,2023-07-11T13:03:37.641000Z,2023-07-13T17:18:07.226000,2023-07-11T13:03:54.079694Z,3237,NOCODE,474,"Afrikaans, English",23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
64ad4443ed4d614bfe63e27f,5ff4b6020c041ec0fd5b6597,APPROVED,2023-07-11T12:00:10.294000Z,2023-07-11T12:29:25.440000Z,2023-07-13T17:18:07.341000,2023-07-11T12:29:26.041050Z,1756,No code provided!,85,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44440b426ff41a83b6ba,60bbf58b439332c544167c24,RETURNED,2023-07-11T12:00:09.272000Z,2023-07-11T12:25:06.965000Z,,2023-07-11T12:25:07.724000Z,,NOCODE,92,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64ad4444933475123e4cd76c,60abafb26c818a0b6bb6b102,APPROVED,2023-07-11T12:02:53.618000Z,2023-07-11T12:51:15.915000Z,2023-07-13T17:18:07.455000,2023-07-11T12:51:16.664812Z,2903,NOCODE,176,English,25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad444606211bb8c06a444e,600c076036051a2e189d19f2,APPROVED,2023-07-11T12:01:19.173000Z,2023-07-11T12:38:14.297000Z,2023-07-13T17:18:07.575000,2023-07-11T12:38:14.821258Z,2216,NOCODE,160,English,35,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
64ad444798c9ce82dc1696fc,5fbaab3a72702f86dacb4152,APPROVED,2023-07-11T12:00:12.932000Z,2023-07-11T12:35:14.882000Z,2023-07-13T17:18:07.692000,2023-07-11T12:35:15.346695Z,2102,NOCODE,571,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad444ac0a6b3223316972c,61718775a3668e2707f26d98,APPROVED,2023-07-11T12:00:13.862000Z,2023-07-11T12:32:14.933000Z,2023-07-13T17:18:07.803000,2023-07-11T12:32:15.575873Z,1922,NOCODE,599,English,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad444b8c32b3d2c0c19023,60008d84492c15142cb897b3,APPROVED,2023-07-11T12:00:16.229000Z,2023-07-11T12:29:45.474000Z,2023-07-13T17:18:07.914000,2023-07-11T12:29:46.025165Z,1770,NOCODE,408,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad444f8c32b3d2c0c19024,5fb6bb7c19e6d00f86af4633,APPROVED,2023-07-11T12:00:29.660000Z,2023-07-11T12:46:43.335000Z,2023-07-13T17:18:08.035000,2023-07-11T12:46:43.881370Z,2774,NOCODE,443,English,25,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad44539789afc7c4f3a751,6069f79ec79ffbbeaf2ae8eb,APPROVED,2023-07-11T12:02:56.076000Z,2023-07-11T12:44:58.191000Z,2023-07-13T17:18:08.147000,2023-07-11T12:45:02.723393Z,2523,6069f79ec79ffbbeaf2ae8eb,16,English,23,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad4454fcf43bb89e5995f3,60e7568c4852517f1a4135a1,APPROVED,2023-07-11T12:00:26.723000Z,2023-07-11T12:13:56.589000Z,2023-07-13T17:18:08.271000,2023-07-11T12:13:57.080919Z,810,NOCODE,125,English,38,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
64ad4456b2e46937d25739cf,63dbddb434d075a0bff1dbc7,APPROVED,2023-07-11T12:00:43.693000Z,2023-07-11T12:24:34.429000Z,2023-07-13T17:18:08.388000,2023-07-11T12:24:34.954369Z,1431,NOCODE,222,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad4462b804327d48a0540d,60a5404314ae1a9d5b88565d,APPROVED,2023-07-11T12:00:43.611000Z,2023-07-11T12:40:28.829000Z,2023-07-13T17:18:08.507000,2023-07-11T12:40:29.363369Z,2386,NOCODE,388,English,42,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
64ad44630a4f1f5c1c276abb,60aac2137954982efe1026c0,APPROVED,2023-07-11T12:00:35.769000Z,2023-07-11T12:32:41.093000Z,2023-07-13T17:18:08.623000,2023-07-11T12:32:41.902365Z,1926,NOCODE,149,English,29,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
64ad446b83eb7d045e7e97d6,602d2adcef81ce6b843da09b,APPROVED,2023-07-11T12:01:27.094000Z,2023-07-11T12:27:51.592000Z,2023-07-13T17:18:08.743000,2023-07-11T12:27:52.632263Z,1585,NOCODE,301,English,20,Male,White,South Africa,South Africa,South Africa,English,Yes,Other
64ad4470bf55b8be6de0276d,60bb3b463887c2f9d1385cce,APPROVED,2023-07-11T12:00:51.706000Z,2023-07-11T12:31:44.240000Z,2023-07-13T17:18:08.856000,2023-07-11T12:31:44.746207Z,1853,NOCODE,1337,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
64ad44721c9d95af273cebb3,631609c541905b75bd84f002,APPROVED,2023-07-11T12:00:54.527000Z,2023-07-11T12:19:51.027000Z,2023-07-13T17:18:08.975000,2023-07-11T12:19:51.606020Z,1137,NOCODE,435,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad44751df39b8c7df2cacd,63c5843c840c0bc68ed46b81,APPROVED,2023-07-11T12:01:27.244000Z,2023-07-11T12:26:05.417000Z,2023-07-13T17:18:09.144000,2023-07-11T12:26:06.229638Z,1479,NOCODE,41,"English, Pashto",26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44760dfb5ff9d994e156,5ddfa82bb28cf701132e7a78,APPROVED,2023-07-11T12:00:56.639000Z,2023-07-11T12:24:19.641000Z,2023-07-13T17:18:09.269000,2023-07-11T12:24:20.126899Z,1404,NOCODE,900,English,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad447772485a29a19e64cb,5e71ab071b6e9c0d4c356574,APPROVED,2023-07-11T12:00:55.075000Z,2023-07-11T12:44:59.661000Z,2023-07-13T17:18:09.380000,2023-07-11T12:45:00.135907Z,2645,NOCODE,666,English,66,Female,White,Netherlands,Australia,Netherlands,English,No,Unemployed (and job seeking)
64ad4480dfe4db42d107b5d8,5d51496d0d608800192c7a6c,APPROVED,2023-07-11T12:01:07.016000Z,2023-07-11T12:16:51.951000Z,2023-07-13T17:18:09.494000,2023-07-11T12:17:10.879157Z,945,NOCODE,321,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad448c72b661ccaeff6e4b,5edf8803c008532459792282,APPROVED,2023-07-11T12:02:53.891000Z,2023-07-11T13:00:11.887000Z,2023-07-13T17:18:09.615000,2023-07-11T13:00:12.354664Z,3438,NOCODE,993,English,38,Male,White,Sweden,Australia,Australia,English,No,Other
64ad449136db7bf9c9362159,60b880518b31da36270782eb,APPROVED,2023-07-11T12:01:21.799000Z,2023-07-11T13:42:43.053000Z,2023-07-13T17:18:09.741000,2023-07-11T13:42:43.624131Z,6082,NOCODE,385,"English, Afrikaans",29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
64ad44937eb8bbe4bd86b666,62e96a0fedf3eba36804ff8f,APPROVED,2023-07-11T12:01:47.957000Z,2023-07-11T12:32:08.995000Z,2023-07-13T17:18:09.859000,2023-07-11T12:32:09.517479Z,1822,NOCODE,425,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44978c32b3d2c0c19044,616abe2a4179e0e3aa295f8e,APPROVED,2023-07-11T12:01:31.462000Z,2023-07-11T12:42:53.982000Z,2023-07-13T17:18:09.986000,2023-07-11T12:42:54.374594Z,2483,NOCODE,333,English,67,Female,White,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad449a43d1641b6a4aaf2b,609343d3661501831e99ce8f,APPROVED,2023-07-11T12:01:35.894000Z,2023-07-11T12:38:38.158000Z,2023-07-13T17:18:10.403000,2023-07-11T12:38:38.911439Z,2223,C1RRNABN,416,English,55,Female,White,Canada,Canada,Canada,English,No,Full-Time
64ad449e395c1f8e8843b14b,64964aa1f009a15f6e5514f9,APPROVED,2023-07-11T12:04:06.014000Z,2023-07-11T13:06:36.831000Z,2023-07-13T17:18:10.556000,2023-07-11T13:06:37.948612Z,3751,NOCODE,8,English,40,Female,White,Australia,New Zealand,Australia,English,Yes,Other
64ad44a0b40a0a7be2271326,63fa26eac1c86fa597131481,APPROVED,2023-07-11T12:02:19.579000Z,2023-07-11T12:41:11.639000Z,2023-07-13T17:18:10.724000,2023-07-11T12:41:12.122688Z,2333,NOCODE,197,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a18731a57fd77f5125,5d28e4a39c0abf0001914784,APPROVED,2023-07-11T12:01:41.459000Z,2023-07-11T12:22:51.128000Z,2023-07-13T17:18:10.877000,2023-07-11T12:22:51.601507Z,1270,NOCODE,232,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44a1fcf4334a8186b63d,5f31af089c42ef0ba3d6b150,APPROVED,2023-07-11T12:02:12.764000Z,2023-07-11T12:33:03.770000Z,2023-07-13T17:18:11.016000,2023-07-11T12:33:04.375172Z,1852,NOCODE,847,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a2678d28c04e3e7c2a,5efcbd999aad650a6e316a7f,APPROVED,2023-07-11T12:01:42.347000Z,2023-07-11T12:30:01.789000Z,2023-07-13T17:18:11.162000,2023-07-11T12:30:02.308672Z,1700,NOCODE,600,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
64ad44a3872682d2f15429e2,6058f44ba5dd4d83cc64bb21,APPROVED,2023-07-11T12:01:47.258000Z,2023-07-11T12:30:32.840000Z,2023-07-13T17:18:11.278000,2023-07-11T12:30:33.322621Z,1726,NOCODE,127,"English, Afrikaans",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad44a3b40a0a7be2271327,603e398b791c600929143195,APPROVED,2023-07-11T12:10:09.696000Z,2023-07-11T13:39:43.643000Z,2023-07-13T17:18:11.396000,2023-07-11T13:39:44.247081Z,5374,NOCODE,303,English,21,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
64ad44a3fb611586621d1564,5cb24ee57a55ff00168880b3,APPROVED,2023-07-11T12:02:06.330000Z,2023-07-11T12:27:40.976000Z,2023-07-13T17:18:11.526000,2023-07-11T12:27:41.474699Z,1535,NOCODE,1392,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44a880c957ad68f53b5b,5c61f1ba31489a0001fa8504,APPROVED,2023-07-11T12:08:19.422000Z,2023-07-11T12:43:19.825000Z,2023-07-13T17:18:11.679000,2023-07-11T12:43:20.306521Z,2101,NOCODE,157,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad44acadd6aad94b370676,6112892b5e6ad30da6d84b9e,APPROVED,2023-07-11T12:01:53.693000Z,2023-07-11T12:39:23.201000Z,2023-07-13T17:18:11.789000,2023-07-11T12:39:23.953219Z,2250,NOCODE,673,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44ad722884c61e94d8c6,594e2ffc27f8fb000162078b,APPROVED,2023-07-11T12:01:53.975000Z,2023-07-11T12:24:15.317000Z,2023-07-13T17:18:11.902000,2023-07-11T12:24:15.872423Z,1342,NOCODE,1527,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64ad44adf81f328da2f5358d,6003f87a5cc6b04174b083d6,APPROVED,2023-07-11T12:01:53.986000Z,2023-07-11T12:50:40.048000Z,2023-07-13T17:18:12.019000,2023-07-11T12:50:40.504043Z,2927,NOCODE,126,English,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64ad44ae705638f42a2aaa47,5c4f7b99b33a5300013dbfdd,APPROVED,2023-07-11T12:01:54.385000Z,2023-07-11T12:28:39.410000Z,2023-07-13T17:18:12.128000,2023-07-11T12:28:40.161368Z,1606,NOCODE,1529,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b2a8dd6f0382ed8025,602c5fd808e6c3528a8ba43b,APPROVED,2023-07-11T12:02:01.619000Z,2023-07-11T12:47:03.570000Z,2023-07-13T17:18:12.241000,2023-07-11T12:47:04.073272Z,2702,NOCODE,1359,English,22,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64ad44b3f62144c702c1b51a,5928947add1a250001b4e859,APPROVED,2023-07-11T12:01:59.495000Z,2023-07-11T12:39:09.675000Z,2023-07-13T17:18:12.355000,2023-07-11T12:39:10.717325Z,2231,NOCODE,1227,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64ad44b41f7ad7179d43b18f,5788c16f275be600013590a8,APPROVED,2023-07-11T12:02:50.498000Z,2023-07-11T12:52:43.290000Z,2023-07-13T17:18:12.472000,2023-07-11T12:52:44.397036Z,2993,NOCODE,899,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b42007c9abc3e0e7ef,58c57ce2a47dbb000171c9ca,APPROVED,2023-07-11T12:02:14.850000Z,2023-07-11T12:29:14.757000Z,2023-07-13T17:18:12.594000,2023-07-11T12:29:15.310921Z,1620,NOCODE,456,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64ad44b4433b185acc5c833e,5c3476a2f5ebd50001841284,APPROVED,2023-07-11T12:02:00.374000Z,2023-07-11T13:36:15.453000Z,2023-07-13T17:18:12.712000,2023-07-11T13:37:19.996730Z,5656,NOCODE,1829,"English, Italian",42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b6f2c5be10ba9e64ab,5c75779b280f660019d7ca5f,APPROVED,2023-07-11T12:02:03.630000Z,2023-07-11T12:33:41.948000Z,2023-07-13T17:18:12.821000,2023-07-11T12:33:42.491149Z,1899,NOCODE,126,English,23,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
64ad44b6f98adc3245c1b4fe,6075ecc30e7921c183644eaa,APPROVED,2023-07-11T12:02:03.817000Z,2023-07-11T12:32:45.045000Z,2023-07-13T17:18:12.937000,2023-07-11T12:32:45.707025Z,1842,NOCODE,236,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
64ad44b88dde5615f383ca3c,55117d8dfdf99b6593ea5236,APPROVED,2023-07-11T12:02:02.797000Z,2023-07-11T12:15:56.013000Z,2023-07-13T17:18:13.058000,2023-07-11T12:15:57.507966Z,834,NOCODE,825,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44b8b10ced9ff4a851b0,607e6e60568d9d3b270c7ef8,APPROVED,2023-07-11T12:02:05.856000Z,2023-07-11T12:32:56.319000Z,2023-07-13T17:18:13.180000,2023-07-11T12:32:56.770676Z,1851,NOCODE,863,English,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64ad44bb44cc31e90569567b,5c32c343da51990001e538d1,APPROVED,2023-07-11T12:02:29.755000Z,2023-07-11T12:29:39.148000Z,2023-07-13T17:18:13.308000,2023-07-11T12:29:39.577866Z,1630,NOCODE,767,English,42,Female,White,Canada,Canada,Canada,English,No,Full-Time
64ad44bf722884c61e94d8cb,5bc35154e7382100017cb9ef,APPROVED,2023-07-11T12:02:59.681000Z,2023-07-11T12:38:47.438000Z,2023-07-13T17:18:13.418000,2023-07-11T12:38:48.171465Z,2148,NOCODE,1503,English,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
